PType_WZ,Date,int_1,int_2,int_3,int_4,int_5,int_6,int_7,int_8,int_9,int_10,int_11,int_12,int_13,int_14,int_15,int_16,int_17,int_18,int_19,int_20,int_21,int_22,int_23,int_24,int_25,int_26,int_27,int_28,int_29,int_30,int_31,int_32,int_33,int_34,int_35,int_36,int_37,int_38,int_39,int_40,int_41,int_42,int_43,int_44,int_45,int_46,int_47,int_48,int_49,int_50,int_51,int_52,int_53,int_54,int_55,int_56,int_57,int_58,int_59,int_60,int_61,int_62,int_63,int_64,int_65,int_66,int_67,int_68,int_69,int_70,int_71,int_72,int_73,int_74,int_75,int_76,int_77,int_78,int_79,int_80,int_81,int_82,int_83,int_84,int_85,int_86,int_87,int_88,int_89,int_90,int_91,int_92,int_93,int_94,int_95,int_96
BUSHIDG_COAST,1/1/2021,11.419,11.339,11.285,11.235,11.205,11.192,11.153,11.147,11.163,11.152,11.134,11.08,10.95,10.901,10.898,10.935,11.052,11.055,11.105,11.172,11.285,11.339,11.433,11.54,11.779,11.877,11.891,11.86,11.948,11.857,11.707,11.588,11.51,11.478,11.507,11.545,11.645,11.678,11.72,11.752,11.826,11.835,11.823,11.767,11.639,11.594,11.58,11.601,11.699,11.732,11.74,11.763,11.801,11.809,11.808,11.81,11.805,11.792,11.775,11.745,11.716,11.688,11.671,11.659,11.621,11.617,11.643,11.695,11.822,12.028,12.279,12.504,12.629,12.746,12.794,12.79,12.698,12.641,12.583,12.544,12.445,12.426,12.436,12.44,12.43,12.38,12.342,12.296,12.205,12.136,12.036,11.915,11.719,11.627,11.536,11.396

